Município;ICD10 Chapter I;ICD10 Chapter II;ICD10 Chapter III;ICD10 Chapter IV;ICD10 Chapter V;ICD10 Chapter VI;ICD10 Chapter VII;ICD10 Chapter VIII;ICD10 Chapter IX;ICD10 Chapter X;ICD10 Chapter XI;ICD10 Chapter XII;ICD10 Chapter XIII;ICD10 Chapter XIV;ICD10 Chapter XV;ICD10 Chapter XVI;ICD10 Chapter XVII;ICD10 Chapter XVIII;ICD10 Chapter XX;Total;cod_municipio
320200 Dores do Rio Preto;1.0;6.0;0.0;1.0;1.0;3.0;0.0;0.0;11.0;4.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0;4.0;35.0;320200
320210 Ecoporanga;4.0;33.0;1.0;17.0;0.0;2.0;0.0;0.0;62.0;7.0;13.0;0.0;1.0;3.0;0.0;1.0;1.0;0.0;25.0;170.0;320210
320220 Fundăo;1.0;11.0;0.0;10.0;2.0;5.0;0.0;0.0;41.0;16.0;7.0;1.0;0.0;4.0;0.0;1.0;0.0;0.0;19.0;118.0;320220
320225 Governador Lindenberg;2.0;16.0;0.0;1.0;0.0;3.0;0.0;0.0;14.0;7.0;4.0;0.0;0.0;4.0;0.0;1.0;1.0;0.0;9.0;62.0;320225
320230 Guaçuí;4.0;38.0;3.0;13.0;2.0;10.0;0.0;0.0;63.0;29.0;8.0;1.0;1.0;4.0;1.0;6.0;2.0;0.0;17.0;202.0;320230
320240 Guarapari;31.0;122.0;2.0;41.0;4.0;17.0;0.0;0.0;210.0;55.0;31.0;2.0;1.0;15.0;0.0;11.0;6.0;2.0;103.0;653.0;320240
320245 Ibatiba;5.0;20.0;1.0;8.0;0.0;7.0;0.0;0.0;42.0;13.0;5.0;0.0;0.0;3.0;0.0;2.0;2.0;1.0;30.0;139.0;320245
320250 Ibiraçu;3.0;7.0;0.0;4.0;1.0;1.0;0.0;0.0;23.0;3.0;8.0;0.0;2.0;4.0;0.0;0.0;1.0;0.0;8.0;65.0;320250
320255 Ibitirama;1.0;6.0;0.0;4.0;0.0;0.0;0.0;0.0;19.0;4.0;2.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;5.0;44.0;320255
320260 Iconha;3.0;12.0;1.0;5.0;1.0;1.0;0.0;0.0;29.0;6.0;3.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;18.0;81.0;320260
320265 Irupi;3.0;8.0;0.0;6.0;0.0;2.0;0.0;0.0;23.0;11.0;2.0;1.0;0.0;1.0;0.0;1.0;1.0;2.0;12.0;73.0;320265
320270 Itaguaçu;1.0;25.0;5.0;8.0;0.0;5.0;0.0;0.0;32.0;10.0;3.0;0.0;0.0;6.0;0.0;3.0;1.0;2.0;10.0;111.0;320270
320280 Itapemirim;3.0;35.0;1.0;15.0;1.0;7.0;0.0;0.0;71.0;20.0;16.0;1.0;1.0;4.0;0.0;4.0;4.0;1.0;24.0;208.0;320280
320290 Itarana;1.0;15.0;1.0;3.0;0.0;5.0;0.0;0.0;23.0;9.0;4.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;9.0;73.0;320290
320300 Iúna;6.0;23.0;1.0;8.0;2.0;5.0;0.0;0.0;55.0;15.0;8.0;2.0;1.0;9.0;0.0;2.0;3.0;4.0;19.0;163.0;320300
320305 Jaguaré;7.0;24.0;0.0;6.0;1.0;4.0;0.0;0.0;35.0;16.0;5.0;0.0;1.0;8.0;1.0;2.0;1.0;0.0;41.0;152.0;320305
320310 Jerônimo Monteiro;2.0;15.0;0.0;8.0;0.0;1.0;0.0;0.0;18.0;9.0;7.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;5.0;69.0;320310
320313 Joăo Neiva;2.0;24.0;0.0;9.0;1.0;4.0;0.0;0.0;30.0;12.0;14.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;13.0;113.0;320313
320316 Laranja da Terra;1.0;10.0;0.0;6.0;1.0;3.0;0.0;0.0;30.0;18.0;4.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;4.0;81.0;320316
320320 Linhares;25.0;159.0;0.0;44.0;1.0;19.0;0.0;0.0;251.0;81.0;32.0;3.0;1.0;23.0;2.0;12.0;10.0;6.0;164.0;833.0;320320
320330 Mantenópolis;5.0;8.0;0.0;4.0;0.0;3.0;0.0;0.0;31.0;9.0;8.0;0.0;0.0;2.0;0.0;3.0;0.0;2.0;13.0;88.0;320330
320332 Marataízes;9.0;41.0;0.0;14.0;1.0;12.0;0.0;0.0;86.0;18.0;8.0;1.0;1.0;6.0;0.0;3.0;1.0;8.0;40.0;249.0;320332
320334 Marechal Floriano;2.0;24.0;0.0;5.0;2.0;3.0;0.0;0.0;30.0;13.0;4.0;0.0;0.0;1.0;1.0;0.0;5.0;0.0;17.0;107.0;320334
320335 Marilândia;3.0;17.0;0.0;6.0;1.0;5.0;0.0;0.0;14.0;13.0;2.0;0.0;2.0;4.0;1.0;0.0;2.0;0.0;9.0;79.0;320335
320340 Mimoso do Sul;9.0;35.0;1.0;10.0;0.0;3.0;0.0;0.0;54.0;27.0;7.0;3.0;1.0;5.0;0.0;2.0;1.0;5.0;12.0;175.0;320340
320350 Montanha;5.0;22.0;1.0;8.0;3.0;1.0;0.0;0.0;39.0;14.0;11.0;0.0;0.0;5.0;0.0;1.0;2.0;2.0;16.0;130.0;320350
320360 Mucurici;0.0;6.0;0.0;3.0;0.0;0.0;0.0;0.0;11.0;3.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;11.0;38.0;320360
320370 Muniz Freire;1.0;18.0;0.0;11.0;1.0;3.0;0.0;0.0;39.0;7.0;6.0;0.0;0.0;2.0;0.0;2.0;1.0;0.0;14.0;105.0;320370
320380 Muqui;4.0;16.0;0.0;12.0;1.0;4.0;0.0;0.0;29.0;14.0;6.0;0.0;0.0;3.0;0.0;1.0;0.0;1.0;8.0;99.0;320380
320390 Nova Venécia;9.0;44.0;1.0;20.0;3.0;0.0;0.0;0.0;105.0;27.0;21.0;1.0;0.0;11.0;0.0;8.0;4.0;3.0;64.0;321.0;320390
320400 Pancas;6.0;12.0;0.0;10.0;2.0;7.0;0.0;0.0;48.0;16.0;10.0;0.0;0.0;4.0;0.0;4.0;1.0;5.0;27.0;152.0;320400
320405 Pedro Canário;6.0;16.0;0.0;9.0;4.0;3.0;0.0;0.0;38.0;17.0;8.0;2.0;0.0;2.0;1.0;2.0;2.0;2.0;27.0;139.0;320405
320410 Pinheiros;7.0;16.0;2.0;10.0;1.0;3.0;0.0;0.0;39.0;31.0;11.0;1.0;0.0;6.0;0.0;1.0;0.0;2.0;47.0;177.0;320410
320420 Piúma;3.0;23.0;0.0;7.0;2.0;8.0;0.0;0.0;35.0;14.0;8.0;2.0;0.0;1.0;0.0;3.0;3.0;0.0;17.0;126.0;320420
320425 Ponto Belo;0.0;6.0;0.0;5.0;0.0;1.0;0.0;0.0;12.0;2.0;2.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;9.0;41.0;320425
320430 Presidente Kennedy;0.0;7.0;0.0;6.0;0.0;1.0;0.0;0.0;20.0;6.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;8.0;51.0;320430
320435 Rio Bananal;2.0;22.0;0.0;8.0;1.0;3.0;0.0;0.0;19.0;7.0;0.0;0.0;0.0;5.0;0.0;1.0;0.0;2.0;12.0;82.0;320435
320440 Rio Novo do Sul;5.0;17.0;0.0;6.0;2.0;2.0;0.0;0.0;27.0;6.0;3.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;16.0;88.0;320440
320450 Santa Leopoldina;1.0;20.0;1.0;5.0;2.0;1.0;0.0;0.0;28.0;6.0;4.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;8.0;79.0;320450
320455 Santa Maria de Jetibá;6.0;41.0;1.0;11.0;5.0;7.0;0.0;0.0;76.0;22.0;9.0;0.0;0.0;6.0;0.0;2.0;3.0;1.0;35.0;225.0;320455
320460 Santa Teresa;2.0;27.0;1.0;11.0;1.0;6.0;0.0;0.0;42.0;20.0;7.0;1.0;1.0;6.0;0.0;3.0;1.0;0.0;27.0;156.0;320460
320465 Săo Domingos do Norte;2.0;11.0;1.0;6.0;1.0;1.0;0.0;0.0;15.0;7.0;1.0;0.0;0.0;3.0;0.0;1.0;1.0;2.0;16.0;68.0;320465
320470 Săo Gabriel da Palha;7.0;31.0;1.0;10.0;0.0;4.0;0.0;0.0;59.0;11.0;12.0;0.0;0.0;2.0;1.0;6.0;1.0;1.0;31.0;177.0;320470
320480 Săo José do Calçado;5.0;14.0;0.0;5.0;3.0;2.0;0.0;0.0;33.0;21.0;5.0;0.0;0.0;7.0;0.0;0.0;0.0;1.0;5.0;101.0;320480
320490 Săo Mateus;15.0;105.0;3.0;44.0;6.0;11.0;0.0;0.0;160.0;89.0;52.0;3.0;2.0;27.0;2.0;17.0;7.0;2.0;138.0;683.0;320490
320495 Săo Roque do Canaă;3.0;10.0;0.0;6.0;0.0;5.0;0.0;0.0;26.0;5.0;5.0;0.0;1.0;2.0;0.0;2.0;0.0;0.0;16.0;81.0;320495
320500 Serra;84.0;396.0;5.0;119.0;37.0;86.0;0.0;0.0;608.0;189.0;112.0;12.0;13.0;68.0;13.0;42.0;39.0;11.0;519.0;2353.0;320500
320501 Sooretama;7.0;21.0;0.0;9.0;1.0;1.0;0.0;0.0;28.0;9.0;4.0;1.0;0.0;2.0;0.0;7.0;3.0;1.0;38.0;132.0;320501
320503 Vargem Alta;3.0;22.0;0.0;10.0;0.0;3.0;0.0;0.0;23.0;9.0;5.0;2.0;1.0;1.0;0.0;2.0;0.0;0.0;24.0;105.0;320503
320506 Venda Nova do Imigrante;1.0;25.0;2.0;4.0;0.0;2.0;0.0;0.0;34.0;10.0;3.0;0.0;1.0;9.0;0.0;1.0;1.0;1.0;18.0;112.0;320506
320510 Viana;13.0;63.0;1.0;21.0;5.0;13.0;0.0;0.0;105.0;22.0;16.0;0.0;1.0;8.0;1.0;13.0;3.0;2.0;64.0;351.0;320510
320515 Vila Pavăo;0.0;12.0;0.0;4.0;0.0;0.0;0.0;0.0;15.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;13.0;52.0;320515
320517 Vila Valério;0.0;15.0;0.0;3.0;1.0;2.0;0.0;0.0;29.0;6.0;0.0;0.0;0.0;7.0;0.0;2.0;1.0;0.0;18.0;84.0;320517
320520 Vila Velha;96.0;548.0;6.0;119.0;41.0;128.0;0.0;0.0;725.0;251.0;130.0;10.0;14.0;98.0;5.0;44.0;36.0;58.0;357.0;2666.0;320520
320530 Vitória;59.0;418.0;10.0;117.0;32.0;123.0;0.0;1.0;532.0;156.0;92.0;7.0;8.0;56.0;1.0;18.0;27.0;21.0;243.0;1921.0;320530
320000 Município ignorado - ES;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;3.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;8.0;18.0;320000
330010 Angra dos Reis;33.0;154.0;14.0;75.0;17.0;22.0;0.0;0.0;286.0;114.0;44.0;1.0;6.0;25.0;0.0;16.0;13.0;29.0;179.0;1028.0;330010
330015 Aperibé;2.0;12.0;0.0;7.0;0.0;1.0;0.0;0.0;32.0;4.0;4.0;1.0;1.0;5.0;0.0;1.0;0.0;7.0;11.0;88.0;330015
330020 Araruama;55.0;157.0;7.0;63.0;8.0;19.0;0.0;0.0;276.0;117.0;40.0;9.0;3.0;40.0;1.0;12.0;7.0;117.0;129.0;1060.0;330020
330022 Areal;1.0;16.0;1.0;6.0;1.0;2.0;0.0;0.0;27.0;13.0;4.0;0.0;0.0;1.0;0.0;2.0;1.0;8.0;6.0;89.0;330022
330023 Armaçăo dos Búzios;10.0;42.0;3.0;18.0;3.0;3.0;0.0;0.0;49.0;26.0;10.0;1.0;0.0;8.0;0.0;4.0;0.0;13.0;25.0;215.0;330023
330025 Arraial do Cabo;9.0;41.0;0.0;11.0;1.0;2.0;0.0;0.0;55.0;27.0;16.0;0.0;1.0;12.0;0.0;2.0;1.0;27.0;16.0;221.0;330025
330030 Barra do Piraí;26.0;148.0;7.0;51.0;25.0;32.0;0.0;0.0;301.0;73.0;32.0;4.0;6.0;25.0;2.0;8.0;3.0;34.0;59.0;836.0;330030
330040 Barra Mansa;62.0;228.0;8.0;87.0;9.0;48.0;0.0;0.0;408.0;147.0;78.0;9.0;6.0;85.0;1.0;10.0;7.0;55.0;119.0;1367.0;330040
330045 Belford Roxo;195.0;408.0;21.0;209.0;8.0;66.0;0.0;1.0;989.0;387.0;153.0;10.0;10.0;101.0;4.0;53.0;21.0;319.0;363.0;3318.0;330045
330050 Bom Jardim;6.0;34.0;2.0;10.0;2.0;9.0;0.0;0.0;63.0;21.0;18.0;0.0;2.0;9.0;0.0;3.0;0.0;3.0;13.0;195.0;330050
330060 Bom Jesus do Itabapoana;13.0;36.0;2.0;23.0;3.0;10.0;0.0;0.0;100.0;40.0;16.0;5.0;1.0;11.0;0.0;4.0;1.0;20.0;26.0;311.0;330060
330070 Cabo Frio;57.0;251.0;6.0;77.0;3.0;30.0;0.0;0.0;353.0;165.0;50.0;5.0;8.0;66.0;3.0;14.0;10.0;120.0;184.0;1402.0;330070
330080 Cachoeiras de Macacu;20.0;44.0;3.0;20.0;1.0;13.0;0.0;0.0;120.0;56.0;20.0;4.0;3.0;19.0;0.0;5.0;1.0;27.0;35.0;391.0;330080
330090 Cambuci;3.0;29.0;0.0;6.0;1.0;4.0;0.0;0.0;29.0;11.0;6.0;0.0;0.0;6.0;1.0;0.0;0.0;12.0;9.0;117.0;330090
330100 Campos dos Goytacazes;206.0;580.0;25.0;223.0;21.0;88.0;0.0;1.0;925.0;522.0;142.0;27.0;16.0;147.0;9.0;85.0;39.0;441.0;447.0;3944.0;330100
330110 Cantagalo;6.0;24.0;1.0;13.0;2.0;3.0;0.0;1.0;67.0;17.0;6.0;0.0;0.0;2.0;0.0;9.0;0.0;12.0;20.0;183.0;330110
330093 Carapebus;1.0;19.0;0.0;8.0;2.0;0.0;0.0;0.0;29.0;16.0;1.0;0.0;0.0;5.0;0.0;1.0;0.0;5.0;11.0;98.0;330093
330115 Cardoso Moreira;4.0;13.0;0.0;9.0;0.0;3.0;0.0;0.0;19.0;8.0;4.0;0.0;0.0;4.0;0.0;3.0;0.0;14.0;7.0;88.0;330115
330120 Carmo;4.0;26.0;1.0;15.0;1.0;2.0;0.0;0.0;40.0;18.0;10.0;0.0;2.0;3.0;1.0;3.0;0.0;2.0;11.0;139.0;330120
330130 Casimiro de Abreu;14.0;37.0;0.0;26.0;4.0;5.0;0.0;0.0;70.0;37.0;8.0;1.0;1.0;12.0;0.0;4.0;4.0;22.0;28.0;273.0;330130
330095 Comendador Levy Gasparian;1.0;8.0;0.0;6.0;0.0;2.0;0.0;0.0;26.0;3.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;6.0;59.0;330095
330140 Conceiçăo de Macabu;4.0;23.0;0.0;14.0;1.0;3.0;0.0;0.0;35.0;20.0;4.0;1.0;0.0;9.0;1.0;0.0;2.0;14.0;23.0;154.0;330140
330150 Cordeiro;3.0;35.0;1.0;20.0;1.0;8.0;0.0;0.0;47.0;10.0;6.0;2.0;0.0;4.0;0.0;2.0;0.0;15.0;12.0;166.0;330150
330160 Duas Barras;2.0;12.0;1.0;8.0;0.0;1.0;0.0;0.0;18.0;9.0;5.0;1.0;0.0;1.0;0.0;0.0;0.0;3.0;9.0;70.0;330160
330170 Duque de Caxias;373.0;861.0;41.0;338.0;22.0;94.0;0.0;0.0;1924.0;822.0;312.0;28.0;26.0;220.0;13.0;98.0;53.0;417.0;639.0;6281.0;330170
330180 Engenheiro Paulo de Frontin;4.0;10.0;0.0;8.0;1.0;4.0;0.0;0.0;46.0;21.0;9.0;0.0;0.0;9.0;0.0;0.0;1.0;12.0;7.0;132.0;330180
330185 Guapimirim;18.0;58.0;0.0;23.0;6.0;5.0;0.0;0.0;107.0;42.0;22.0;1.0;0.0;15.0;1.0;3.0;1.0;32.0;45.0;379.0;330185
330187 Iguaba Grande;10.0;30.0;1.0;20.0;0.0;8.0;0.0;0.0;69.0;21.0;6.0;1.0;1.0;10.0;0.0;2.0;0.0;18.0;19.0;216.0;330187
330190 Itaboraí;99.0;208.0;8.0;146.0;8.0;26.0;0.0;0.0;435.0;153.0;68.0;2.0;5.0;60.0;4.0;19.0;17.0;213.0;194.0;1665.0;330190
330200 Itaguaí;57.0;122.0;7.0;43.0;4.0;10.0;0.0;0.0;277.0;103.0;39.0;5.0;2.0;22.0;0.0;17.0;9.0;52.0;132.0;901.0;330200
330205 Italva;3.0;23.0;2.0;5.0;1.0;5.0;0.0;0.0;24.0;19.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;10.0;100.0;330205
330210 Itaocara;9.0;33.0;1.0;14.0;2.0;5.0;0.0;0.0;73.0;34.0;8.0;1.0;1.0;17.0;1.0;3.0;0.0;14.0;27.0;243.0;330210
330220 Itaperuna;43.0;129.0;5.0;35.0;8.0;31.0;0.0;0.0;227.0;121.0;40.0;5.0;7.0;36.0;1.0;11.0;1.0;18.0;71.0;789.0;330220
330225 Itatiaia;10.0;32.0;1.0;19.0;1.0;4.0;0.0;0.0;45.0;21.0;8.0;2.0;0.0;6.0;0.0;0.0;1.0;6.0;21.0;177.0;330225
330227 Japeri;28.0;69.0;5.0;34.0;1.0;6.0;0.0;0.0;211.0;80.0;29.0;1.0;2.0;18.0;2.0;12.0;7.0;96.0;100.0;701.0;330227
330230 Laje do Muriaé;1.0;14.0;0.0;3.0;1.0;2.0;0.0;0.0;33.0;8.0;1.0;0.0;0.0;4.0;0.0;0.0;1.0;0.0;8.0;76.0;330230
330240 Macaé;70.0;216.0;7.0;67.0;3.0;19.0;0.0;0.0;314.0;136.0;49.0;4.0;3.0;46.0;2.0;23.0;17.0;36.0;220.0;1232.0;330240
330245 Macuco;5.0;12.0;0.0;2.0;0.0;3.0;0.0;0.0;25.0;4.0;2.0;0.0;0.0;0.0;1.0;3.0;0.0;1.0;4.0;62.0;330245
330250 Magé;109.0;262.0;12.0;129.0;8.0;25.0;0.0;0.0;642.0;277.0;69.0;11.0;3.0;81.0;3.0;25.0;17.0;88.0;208.0;1969.0;330250
330260 Mangaratiba;9.0;53.0;4.0;15.0;0.0;6.0;0.0;0.0;76.0;34.0;11.0;1.0;1.0;18.0;1.0;8.0;0.0;38.0;36.0;311.0;330260
330270 Maricá;44.0;191.0;9.0;73.0;5.0;25.0;0.0;0.0;292.0;94.0;47.0;3.0;6.0;43.0;1.0;14.0;5.0;59.0;128.0;1039.0;330270
330280 Mendes;2.0;35.0;1.0;16.0;0.0;4.0;0.0;0.0;58.0;19.0;7.0;2.0;0.0;3.0;1.0;1.0;0.0;7.0;15.0;171.0;330280
330285 Mesquita;66.0;186.0;7.0;109.0;6.0;29.0;0.0;0.0;451.0;189.0;53.0;6.0;3.0;55.0;3.0;24.0;10.0;58.0;145.0;1400.0;330285
330290 Miguel Pereira;3.0;46.0;2.0;26.0;1.0;15.0;0.0;0.0;62.0;15.0;12.0;2.0;0.0;8.0;0.0;4.0;3.0;7.0;15.0;221.0;330290
330300 Miracema;16.0;36.0;1.0;25.0;1.0;10.0;0.0;0.0;50.0;30.0;9.0;1.0;2.0;8.0;0.0;3.0;2.0;33.0;22.0;249.0;330300
330310 Natividade;3.0;25.0;1.0;16.0;0.0;6.0;0.0;0.0;49.0;25.0;5.0;2.0;0.0;11.0;0.0;0.0;1.0;3.0;7.0;154.0;330310
330320 Nilópolis;85.0;181.0;14.0;102.0;7.0;33.0;0.0;0.0;474.0;186.0;69.0;10.0;6.0;58.0;0.0;14.0;7.0;82.0;158.0;1486.0;330320
330330 Niterói;251.0;815.0;21.0;210.0;68.0;159.0;0.0;0.0;1108.0;636.0;200.0;18.0;31.0;203.0;1.0;28.0;28.0;214.0;410.0;4401.0;330330
330340 Nova Friburgo;66.0;273.0;10.0;83.0;11.0;46.0;0.0;0.0;465.0;229.0;94.0;8.0;5.0;68.0;0.0;7.0;8.0;57.0;133.0;1563.0;330340
330350 Nova Iguaçu;379.0;838.0;49.0;385.0;19.0;152.0;0.0;0.0;1966.0;710.0;262.0;43.0;19.0;239.0;8.0;88.0;46.0;410.0;673.0;6286.0;330350
330360 Paracambi;13.0;58.0;1.0;43.0;3.0;8.0;0.0;1.0;157.0;45.0;15.0;1.0;1.0;16.0;0.0;3.0;3.0;6.0;39.0;413.0;330360
330370 Paraíba do Sul;9.0;49.0;2.0;23.0;3.0;10.0;0.0;0.0;119.0;29.0;11.0;0.0;0.0;10.0;0.0;5.0;2.0;10.0;24.0;306.0;330370
330380 Paraty;16.0;31.0;1.0;11.0;0.0;3.0;0.0;0.0;64.0;34.0;5.0;0.0;3.0;5.0;0.0;6.0;1.0;13.0;46.0;239.0;330380
330385 Paty do Alferes;9.0;30.0;2.0;24.0;2.0;6.0;0.0;0.0;77.0;30.0;9.0;1.0;1.0;12.0;0.0;1.0;1.0;3.0;13.0;221.0;330385
330390 Petrópolis;55.0;470.0;16.0;159.0;22.0;103.0;0.0;0.0;831.0;320.0;101.0;15.0;16.0;93.0;2.0;42.0;13.0;130.0;230.0;2618.0;330390
330395 Pinheiral;12.0;33.0;0.0;17.0;3.0;4.0;0.0;0.0;43.0;12.0;10.0;0.0;2.0;6.0;0.0;2.0;1.0;5.0;13.0;163.0;330395
330400 Piraí;10.0;39.0;1.0;13.0;3.0;3.0;0.0;0.0;60.0;12.0;12.0;0.0;1.0;6.0;1.0;1.0;3.0;4.0;19.0;188.0;330400
330410 Porciúncula;3.0;24.0;0.0;14.0;2.0;4.0;0.0;0.0;34.0;17.0;5.0;1.0;0.0;11.0;1.0;3.0;0.0;8.0;10.0;137.0;330410
330411 Porto Real;6.0;22.0;3.0;8.0;2.0;4.0;0.0;0.0;42.0;14.0;10.0;1.0;0.0;7.0;0.0;3.0;0.0;3.0;16.0;141.0;330411
330412 Quatis;7.0;16.0;1.0;10.0;4.0;3.0;0.0;0.0;35.0;6.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;7.0;96.0;330412
330414 Queimados;47.0;133.0;4.0;48.0;3.0;17.0;0.0;0.0;307.0;155.0;44.0;1.0;2.0;49.0;7.0;12.0;6.0;140.0;144.0;1119.0;330414
330415 Quissamă;6.0;25.0;0.0;6.0;0.0;1.0;0.0;0.0;40.0;12.0;4.0;2.0;0.0;4.0;0.0;3.0;1.0;12.0;15.0;131.0;330415
330420 Resende;38.0;155.0;6.0;54.0;5.0;17.0;0.0;0.0;261.0;119.0;54.0;7.0;2.0;32.0;1.0;13.0;1.0;12.0;99.0;876.0;330420
330430 Rio Bonito;24.0;76.0;4.0;18.0;4.0;12.0;0.0;1.0;117.0;36.0;19.0;1.0;0.0;18.0;0.0;4.0;1.0;45.0;44.0;424.0;330430
330440 Rio Claro;5.0;12.0;1.0;9.0;3.0;2.0;0.0;0.0;52.0;11.0;6.0;1.0;0.0;11.0;0.0;2.0;0.0;3.0;12.0;130.0;330440
330450 Rio das Flores;4.0;19.0;2.0;5.0;1.0;8.0;0.0;0.0;25.0;8.0;1.0;0.0;1.0;5.0;0.0;1.0;0.0;1.0;5.0;86.0;330450
330452 Rio das Ostras;38.0;105.0;4.0;42.0;7.0;19.0;1.0;0.0;214.0;66.0;36.0;1.0;4.0;36.0;1.0;12.0;8.0;22.0;120.0;736.0;330452
330455 Rio de Janeiro;3716.0;9627.0;315.0;2951.0;285.0;1523.0;2.0;9.0;15812.0;7556.0;2470.0;392.0;253.0;2369.0;82.0;609.0;326.0;2107.0;4642.0;55046.0;330455
330460 Santa Maria Madalena;1.0;12.0;3.0;2.0;1.0;3.0;0.0;0.0;18.0;4.0;1.0;0.0;0.0;3.0;0.0;0.0;1.0;7.0;7.0;63.0;330460
330470 Santo Antônio de Pádua;17.0;53.0;1.0;21.0;8.0;15.0;0.0;0.0;107.0;56.0;21.0;3.0;1.0;7.0;2.0;2.0;2.0;10.0;42.0;368.0;330470
330480 Săo Fidélis;16.0;51.0;0.0;24.0;0.0;10.0;0.0;0.0;87.0;36.0;9.0;4.0;0.0;16.0;0.0;2.0;3.0;21.0;39.0;318.0;330480
330475 Săo Francisco de Itabapoana;13.0;36.0;1.0;14.0;2.0;7.0;0.0;0.0;67.0;30.0;5.0;3.0;0.0;11.0;1.0;4.0;1.0;43.0;52.0;290.0;330475
330490 Săo Gonçalo;379.0;1221.0;46.0;453.0;42.0;153.0;0.0;0.0;2275.0;877.0;291.0;36.0;25.0;291.0;9.0;70.0;58.0;494.0;823.0;7543.0;330490
330500 Săo Joăo da Barra;18.0;47.0;1.0;18.0;1.0;6.0;0.0;0.0;66.0;45.0;20.0;2.0;1.0;17.0;0.0;6.0;3.0;29.0;51.0;331.0;330500
330510 Săo Joăo de Meriti;232.0;526.0;26.0;243.0;4.0;56.0;0.0;1.0;1072.0;414.0;125.0;14.0;12.0;153.0;4.0;69.0;24.0;399.0;359.0;3733.0;330510
330513 Săo José de Ubá;2.0;7.0;0.0;3.0;1.0;3.0;0.0;0.0;7.0;10.0;5.0;1.0;1.0;6.0;0.0;0.0;1.0;1.0;1.0;49.0;330513
330515 Săo José do Vale do Rio Preto;2.0;24.0;0.0;8.0;0.0;4.0;0.0;0.0;56.0;16.0;9.0;1.0;0.0;1.0;0.0;4.0;0.0;21.0;12.0;158.0;330515
330520 Săo Pedro da Aldeia;20.0;81.0;3.0;39.0;4.0;9.0;0.0;0.0;195.0;77.0;20.0;4.0;1.0;22.0;0.0;12.0;7.0;51.0;70.0;615.0;330520
330530 Săo Sebastiăo do Alto;2.0;11.0;1.0;7.0;0.0;0.0;0.0;0.0;14.0;10.0;4.0;0.0;0.0;4.0;0.0;0.0;0.0;4.0;10.0;67.0;330530
330540 Sapucaia;4.0;23.0;1.0;14.0;0.0;3.0;0.0;0.0;44.0;16.0;6.0;0.0;0.0;4.0;1.0;4.0;1.0;4.0;19.0;144.0;330540
330550 Saquarema;41.0;108.0;7.0;33.0;1.0;12.0;0.0;0.0;149.0;64.0;29.0;2.0;0.0;27.0;1.0;13.0;5.0;62.0;63.0;617.0;330550
330555 Seropédica;28.0;74.0;4.0;39.0;2.0;6.0;0.0;0.0;170.0;54.0;28.0;2.0;2.0;18.0;2.0;7.0;2.0;63.0;77.0;578.0;330555
330560 Silva Jardim;6.0;31.0;2.0;14.0;6.0;2.0;0.0;0.0;41.0;22.0;4.0;1.0;0.0;4.0;0.0;4.0;1.0;13.0;26.0;177.0;330560
330570 Sumidouro;1.0;18.0;2.0;6.0;0.0;0.0;0.0;0.0;27.0;10.0;6.0;1.0;0.0;1.0;1.0;6.0;0.0;3.0;9.0;91.0;330570
330575 Tanguá;20.0;23.0;5.0;13.0;2.0;4.0;0.0;0.0;54.0;23.0;9.0;2.0;3.0;14.0;0.0;3.0;3.0;26.0;21.0;225.0;330575
330580 Teresópolis;64.0;210.0;3.0;72.0;16.0;22.0;0.0;0.0;397.0;170.0;81.0;8.0;5.0;55.0;1.0;12.0;7.0;61.0;110.0;1294.0;330580
330590 Trajano de Moraes;2.0;10.0;0.0;8.0;0.0;1.0;0.0;0.0;29.0;8.0;4.0;1.0;0.0;2.0;1.0;1.0;1.0;6.0;11.0;85.0;330590
330600 Três Rios;32.0;93.0;2.0;29.0;4.0;20.0;0.0;0.0;188.0;62.0;38.0;5.0;2.0;30.0;0.0;13.0;9.0;27.0;54.0;608.0;330600
330610 Valença;28.0;100.0;3.0;30.0;7.0;22.0;0.0;0.0;206.0;84.0;35.0;7.0;2.0;22.0;1.0;9.0;4.0;15.0;46.0;621.0;330610
