Município;ICD10 Chapter I;ICD10 Chapter II;ICD10 Chapter III;ICD10 Chapter IV;ICD10 Chapter V;ICD10 Chapter VI;ICD10 Chapter VII;ICD10 Chapter VIII;ICD10 Chapter IX;ICD10 Chapter X;ICD10 Chapter XI;ICD10 Chapter XII;ICD10 Chapter XIII;ICD10 Chapter XIV;ICD10 Chapter XV;ICD10 Chapter XVI;ICD10 Chapter XVII;ICD10 Chapter XVIII;ICD10 Chapter XX;Total;cod_municipio
211220 Timon;32.0;87.0;5.0;75.0;18.0;14.0;0.0;0.0;286.0;58.0;43.0;3.0;2.0;7.0;4.0;27.0;11.0;28.0;105.0;805.0;211220
211223 Trizidela do Vale;1.0;7.0;0.0;5.0;1.0;0.0;0.0;0.0;39.0;3.0;2.0;0.0;0.0;3.0;0.0;5.0;0.0;5.0;13.0;84.0;211223
211227 Tufilândia;2.0;1.0;1.0;2.0;1.0;0.0;0.0;0.0;13.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;25.0;211227
211230 Tuntum;4.0;14.0;2.0;6.0;0.0;1.0;0.0;0.0;38.0;2.0;4.0;0.0;0.0;1.0;0.0;2.0;3.0;8.0;20.0;105.0;211230
211240 Turiaçu;3.0;4.0;0.0;2.0;1.0;0.0;0.0;0.0;18.0;6.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;3.0;14.0;54.0;211240
211245 Turilândia;4.0;9.0;0.0;2.0;0.0;1.0;0.0;0.0;13.0;4.0;2.0;0.0;0.0;0.0;1.0;2.0;1.0;2.0;8.0;49.0;211245
211250 Tutóia;12.0;23.0;1.0;12.0;1.0;1.0;0.0;1.0;71.0;10.0;9.0;0.0;0.0;4.0;0.0;8.0;1.0;5.0;14.0;173.0;211250
211260 Urbano Santos;1.0;11.0;1.0;4.0;0.0;2.0;0.0;0.0;10.0;2.0;3.0;0.0;0.0;0.0;0.0;7.0;0.0;5.0;9.0;55.0;211260
211270 Vargem Grande;5.0;17.0;2.0;16.0;1.0;3.0;0.0;0.0;76.0;12.0;10.0;0.0;0.0;5.0;2.0;11.0;1.0;4.0;27.0;192.0;211270
211280 Viana;5.0;31.0;4.0;14.0;1.0;2.0;0.0;1.0;93.0;26.0;11.0;0.0;0.0;2.0;1.0;17.0;0.0;10.0;29.0;247.0;211280
211285 Vila Nova dos Martírios;2.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;7.0;8.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;9.0;4.0;38.0;211285
211290 Vitória do Mearim;6.0;14.0;3.0;9.0;0.0;3.0;0.0;0.0;50.0;5.0;11.0;0.0;0.0;3.0;0.0;10.0;1.0;13.0;23.0;151.0;211290
211300 Vitorino Freire;8.0;14.0;3.0;10.0;0.0;4.0;0.0;0.0;50.0;3.0;9.0;0.0;0.0;1.0;0.0;3.0;0.0;9.0;18.0;132.0;211300
211400 Zé Doca;6.0;23.0;3.0;25.0;4.0;0.0;0.0;0.0;83.0;20.0;12.0;0.0;0.0;6.0;0.0;10.0;5.0;7.0;36.0;240.0;211400
210000 Município ignorado - MA;1.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;12.0;22.0;210000
220005 Acauă;2.0;7.0;0.0;4.0;1.0;1.0;0.0;0.0;13.0;4.0;3.0;0.0;1.0;0.0;0.0;1.0;0.0;3.0;7.0;47.0;220005
220010 Agricolândia;0.0;0.0;0.0;5.0;1.0;0.0;0.0;0.0;16.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;29.0;220010
220020 Água Branca;1.0;13.0;1.0;11.0;1.0;0.0;0.0;0.0;39.0;5.0;2.0;0.0;1.0;2.0;0.0;0.0;3.0;0.0;12.0;91.0;220020
220025 Alagoinha do Piauí;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;22.0;4.0;3.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;5.0;41.0;220025
220027 Alegrete do Piauí;1.0;5.0;0.0;3.0;0.0;0.0;0.0;0.0;9.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;26.0;220027
220030 Alto Longá;0.0;10.0;0.0;5.0;0.0;1.0;0.0;0.0;21.0;3.0;1.0;0.0;0.0;2.0;1.0;0.0;1.0;2.0;7.0;54.0;220030
220040 Altos;3.0;21.0;1.0;18.0;3.0;3.0;0.0;0.0;83.0;12.0;9.0;1.0;1.0;2.0;0.0;3.0;3.0;10.0;23.0;196.0;220040
220045 Alvorada do Gurguéia;1.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;6.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;3.0;18.0;220045
220050 Amarante;3.0;16.0;1.0;2.0;1.0;4.0;0.0;0.0;50.0;4.0;7.0;1.0;0.0;3.0;0.0;4.0;1.0;0.0;14.0;111.0;220050
220060 Angical do Piauí;2.0;1.0;0.0;4.0;1.0;0.0;0.0;0.0;35.0;3.0;2.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;9.0;60.0;220060
220070 Anísio de Abreu;1.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;6.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;15.0;220070
220080 Antônio Almeida;0.0;3.0;0.0;4.0;0.0;0.0;0.0;0.0;6.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;18.0;220080
220090 Aroazes;1.0;4.0;0.0;3.0;1.0;2.0;0.0;0.0;21.0;2.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;5.0;43.0;220090
220095 Aroeiras do Itaim;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;12.0;220095
220100 Arraial;1.0;4.0;1.0;1.0;0.0;0.0;0.0;0.0;9.0;3.0;1.0;0.0;0.0;0.0;0.0;3.0;1.0;2.0;4.0;30.0;220100
220105 Assunçăo do Piauí;2.0;3.0;0.0;0.0;1.0;1.0;0.0;1.0;12.0;3.0;1.0;2.0;0.0;0.0;1.0;0.0;1.0;1.0;5.0;34.0;220105
220110 Avelino Lopes;3.0;5.0;1.0;1.0;0.0;0.0;0.0;0.0;18.0;1.0;2.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;3.0;38.0;220110
220115 Baixa Grande do Ribeiro;0.0;5.0;1.0;3.0;0.0;0.0;0.0;0.0;8.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;10.0;34.0;220115
220117 Barra D'Alcântara;3.0;4.0;0.0;3.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;22.0;220117
220120 Barras;2.0;25.0;1.0;16.0;4.0;4.0;0.0;0.0;79.0;17.0;8.0;0.0;0.0;2.0;2.0;5.0;2.0;28.0;15.0;210.0;220120
220130 Barreiras do Piauí;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;0.0;10.0;220130
220140 Barro Duro;1.0;6.0;0.0;1.0;1.0;0.0;0.0;0.0;15.0;2.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;4.0;11.0;44.0;220140
220150 Batalha;3.0;17.0;1.0;15.0;0.0;3.0;0.0;1.0;46.0;10.0;8.0;0.0;0.0;1.0;0.0;6.0;3.0;7.0;19.0;140.0;220150
220155 Bela Vista do Piauí;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;9.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;220155
220157 Belém do Piauí;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;8.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;15.0;220157
220160 Beneditinos;0.0;5.0;0.0;4.0;0.0;0.0;0.0;0.0;29.0;5.0;2.0;0.0;0.0;2.0;0.0;3.0;0.0;1.0;3.0;54.0;220160
220170 Bertolínia;1.0;3.0;0.0;3.0;1.0;1.0;0.0;0.0;9.0;1.0;4.0;0.0;0.0;1.0;1.0;0.0;1.0;5.0;2.0;33.0;220170
220173 Betânia do Piauí;1.0;4.0;0.0;3.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;5.0;4.0;23.0;220173
220177 Boa Hora;0.0;6.0;0.0;4.0;1.0;0.0;0.0;0.0;9.0;2.0;3.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;28.0;220177
220180 Bocaina;7.0;4.0;0.0;2.0;0.0;0.0;0.0;0.0;13.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;4.0;35.0;220180
220190 Bom Jesus;4.0;6.0;0.0;5.0;2.0;1.0;0.0;0.0;29.0;5.0;12.0;0.0;0.0;0.0;2.0;6.0;2.0;7.0;17.0;98.0;220190
220191 Bom Princípio do Piauí;1.0;4.0;2.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;3.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;2.0;26.0;220191
220192 Bonfim do Piauí;1.0;5.0;0.0;2.0;1.0;0.0;0.0;0.0;8.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;24.0;220192
220194 Boqueirăo do Piauí;0.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0;13.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;25.0;220194
220196 Brasileira;2.0;8.0;0.0;1.0;0.0;0.0;0.0;0.0;10.0;2.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;7.0;35.0;220196
220198 Brejo do Piauí;1.0;2.0;0.0;3.0;0.0;1.0;0.0;0.0;6.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;19.0;220198
220200 Buriti dos Lopes;2.0;8.0;1.0;8.0;7.0;5.0;0.0;0.0;29.0;5.0;5.0;0.0;3.0;1.0;0.0;2.0;0.0;3.0;9.0;88.0;220200
220202 Buriti dos Montes;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;5.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;15.0;220202
220205 Cabeceiras do Piauí;0.0;2.0;0.0;6.0;0.0;0.0;0.0;0.0;25.0;4.0;4.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;7.0;51.0;220205
220207 Cajazeiras do Piauí;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;12.0;220207
220208 Cajueiro da Praia;0.0;6.0;0.0;2.0;1.0;0.0;0.0;0.0;8.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;0.0;24.0;220208
220209 Caldeirăo Grande do Piauí;1.0;0.0;0.0;3.0;0.0;2.0;0.0;0.0;13.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;27.0;220209
220210 Campinas do Piauí;3.0;6.0;0.0;0.0;0.0;1.0;0.0;0.0;12.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;25.0;220210
220211 Campo Alegre do Fidalgo;1.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;17.0;220211
220213 Campo Grande do Piauí;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;3.0;20.0;220213
220217 Campo Largo do Piauí;0.0;3.0;0.0;2.0;0.0;0.0;0.0;0.0;10.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;23.0;220217
220220 Campo Maior;8.0;49.0;0.0;32.0;5.0;3.0;0.0;0.0;98.0;18.0;7.0;0.0;0.0;6.0;2.0;4.0;4.0;11.0;33.0;280.0;220220
220225 Canavieira;2.0;3.0;0.0;2.0;0.0;0.0;0.0;0.0;7.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;2.0;24.0;220225
220230 Canto do Buriti;5.0;4.0;1.0;9.0;4.0;1.0;0.0;0.0;35.0;5.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;15.0;85.0;220230
220240 Capităo de Campos;1.0;9.0;0.0;3.0;1.0;0.0;0.0;0.0;29.0;3.0;6.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;6.0;61.0;220240
220245 Capităo Gervásio Oliveira;4.0;3.0;0.0;1.0;0.0;1.0;0.0;0.0;5.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;220245
220250 Caracol;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;19.0;220250
220253 Caraúbas do Piauí;1.0;5.0;0.0;3.0;1.0;1.0;0.0;0.0;9.0;2.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;4.0;32.0;220253
220255 Caridade do Piauí;1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;7.0;2.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;4.0;20.0;220255
220260 Castelo do Piauí;3.0;8.0;0.0;10.0;0.0;4.0;0.0;0.0;42.0;6.0;9.0;0.0;0.0;1.0;0.0;1.0;1.0;5.0;8.0;98.0;220260
220265 Caxingó;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;13.0;220265
220270 Cocal;3.0;14.0;0.0;14.0;6.0;2.0;0.0;0.0;38.0;8.0;6.0;0.0;2.0;2.0;0.0;12.0;4.0;15.0;12.0;138.0;220270
220271 Cocal de Telha;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;2.0;19.0;220271
220272 Cocal dos Alves;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;2.0;1.0;6.0;24.0;220272
220273 Coivaras;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5.0;6.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;18.0;220273
220275 Colônia do Gurguéia;1.0;2.0;0.0;1.0;1.0;1.0;0.0;0.0;7.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;3.0;21.0;220275
220277 Colônia do Piauí;1.0;8.0;0.0;3.0;0.0;1.0;0.0;0.0;20.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;42.0;220277
220280 Conceiçăo do Canindé;0.0;5.0;0.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;1.0;8.0;2.0;29.0;220280
220285 Coronel José Dias;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;5.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;4.0;16.0;220285
220290 Corrente;6.0;7.0;0.0;9.0;0.0;2.0;0.0;0.0;28.0;2.0;3.0;1.0;0.0;1.0;0.0;3.0;2.0;21.0;19.0;104.0;220290
220300 Cristalândia do Piauí;3.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;3.0;22.0;220300
220310 Cristino Castro;3.0;5.0;0.0;1.0;0.0;1.0;1.0;0.0;16.0;2.0;5.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;5.0;42.0;220310
220320 Curimatá;0.0;6.0;0.0;1.0;0.0;0.0;0.0;0.0;14.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;8.0;41.0;220320
220323 Currais;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;1.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0;1.0;3.0;15.0;220323
220327 Curral Novo do Piauí;1.0;6.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;16.0;220327
220325 Curralinhos;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;12.0;1.0;1.0;0.0;0.0;2.0;0.0;1.0;2.0;0.0;6.0;27.0;220325
220330 Demerval Lobăo;2.0;4.0;0.0;7.0;0.0;1.0;0.0;0.0;35.0;8.0;5.0;0.0;0.0;1.0;0.0;0.0;2.0;3.0;3.0;71.0;220330
220335 Dirceu Arcoverde;0.0;2.0;1.0;5.0;1.0;0.0;0.0;0.0;11.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;28.0;220335
220340 Dom Expedito Lopes;2.0;6.0;0.0;2.0;0.0;0.0;0.0;0.0;9.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5.0;27.0;220340
220345 Dom Inocêncio;2.0;4.0;0.0;5.0;0.0;2.0;0.0;0.0;19.0;6.0;2.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;2.0;46.0;220345
220342 Domingos Mourăo;0.0;6.0;0.0;1.0;1.0;0.0;0.0;0.0;10.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;4.0;26.0;220342
220350 Elesbăo Veloso;3.0;8.0;2.0;10.0;3.0;3.0;0.0;0.0;51.0;3.0;5.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;7.0;98.0;220350
220360 Eliseu Martins;1.0;7.0;0.0;3.0;0.0;0.0;0.0;0.0;7.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;27.0;220360
220370 Esperantina;7.0;24.0;1.0;15.0;1.0;2.0;0.0;0.0;73.0;10.0;11.0;1.0;0.0;1.0;0.0;2.0;1.0;30.0;23.0;202.0;220370
220375 Fartura do Piauí;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;9.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;18.0;220375
220380 Flores do Piauí;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;7.0;4.0;0.0;0.0;0.0;1.0;0.0;2.0;2.0;1.0;4.0;27.0;220380
220385 Floresta do Piauí;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;12.0;220385
220390 Floriano;7.0;45.0;5.0;25.0;9.0;8.0;0.0;0.0;103.0;29.0;14.0;2.0;2.0;8.0;5.0;11.0;4.0;16.0;43.0;336.0;220390
220400 Francinópolis;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;26.0;1.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;1.0;2.0;35.0;220400
220410 Francisco Ayres;0.0;3.0;0.0;2.0;0.0;0.0;0.0;0.0;15.0;1.0;3.0;1.0;1.0;0.0;0.0;2.0;0.0;0.0;5.0;33.0;220410
220415 Francisco Macedo;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;14.0;220415
220420 Francisco Santos;1.0;4.0;0.0;3.0;0.0;0.0;0.0;0.0;15.0;3.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;5.0;36.0;220420
220430 Fronteiras;2.0;10.0;1.0;2.0;0.0;0.0;0.0;0.0;16.0;4.0;3.0;0.0;0.0;2.0;0.0;2.0;0.0;2.0;3.0;47.0;220430
220435 Geminiano;0.0;3.0;1.0;4.0;0.0;0.0;0.0;0.0;5.0;2.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;6.0;5.0;29.0;220435
220440 Gilbués;5.0;5.0;2.0;5.0;1.0;0.0;0.0;0.0;13.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;7.0;8.0;52.0;220440
220450 Guadalupe;2.0;8.0;1.0;6.0;0.0;2.0;0.0;0.0;27.0;2.0;5.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;8.0;64.0;220450
220455 Guaribas;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;1.0;5.0;2.0;16.0;220455
220460 Hugo Napoleăo;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;6.0;2.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;220460
220465 Ilha Grande;3.0;3.0;1.0;7.0;1.0;1.0;0.0;0.0;17.0;5.0;4.0;0.0;0.0;3.0;0.0;1.0;0.0;2.0;3.0;51.0;220465
220470 Inhuma;4.0;14.0;0.0;5.0;2.0;1.0;0.0;0.0;33.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;15.0;81.0;220470
220480 Ipiranga do Piauí;4.0;2.0;0.0;4.0;1.0;1.0;0.0;0.0;26.0;3.0;4.0;0.0;1.0;0.0;0.0;1.0;2.0;1.0;2.0;52.0;220480
220490 Isaías Coelho;4.0;4.0;0.0;1.0;0.0;2.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;1.0;1.0;2.0;34.0;220490
220500 Itainópolis;4.0;11.0;0.0;6.0;0.0;0.0;0.0;0.0;23.0;8.0;2.0;0.0;0.0;1.0;0.0;5.0;3.0;5.0;7.0;75.0;220500
220510 Itaueira;1.0;7.0;2.0;4.0;0.0;1.0;0.0;0.0;17.0;2.0;4.0;0.0;0.0;1.0;1.0;3.0;3.0;1.0;4.0;51.0;220510
220515 Jacobina do Piauí;1.0;6.0;0.0;1.0;0.0;0.0;0.0;0.0;9.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;26.0;220515
220520 Jaicós;2.0;13.0;3.0;9.0;3.0;1.0;0.0;0.0;33.0;7.0;1.0;1.0;0.0;0.0;0.0;4.0;0.0;7.0;7.0;91.0;220520
220525 Jardim do Mulato;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;2.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;3.0;18.0;220525
220527 Jatobá do Piauí;2.0;5.0;1.0;1.0;0.0;1.0;0.0;0.0;10.0;1.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;3.0;30.0;220527
220530 Jerumenha;0.0;3.0;0.0;2.0;1.0;1.0;0.0;0.0;8.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;21.0;220530
220535 Joăo Costa;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;10.0;220535
220540 Joaquim Pires;1.0;7.0;0.0;1.0;2.0;0.0;0.0;0.0;19.0;6.0;4.0;0.0;1.0;2.0;0.0;4.0;0.0;3.0;12.0;62.0;220540
220545 Joca Marques;0.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;10.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;23.0;220545
220550 José de Freitas;4.0;18.0;0.0;14.0;3.0;3.0;0.0;0.0;64.0;11.0;10.0;0.0;1.0;2.0;1.0;4.0;2.0;12.0;14.0;163.0;220550
220551 Juazeiro do Piauí;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;1.0;3.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;3.0;19.0;220551
220552 Júlio Borges;2.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;14.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;25.0;220552
220553 Jurema;1.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;6.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;21.0;220553
220555 Lagoa Alegre;1.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;11.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;4.0;26.0;220555
220557 Lagoa de Săo Francisco;1.0;6.0;0.0;1.0;0.0;1.0;0.0;0.0;14.0;2.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;28.0;220557
220556 Lagoa do Barro do Piauí;1.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;9.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;19.0;220556
220558 Lagoa do Piauí;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;7.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;14.0;220558
220559 Lagoa do Sítio;1.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;8.0;1.0;2.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;19.0;220559
220554 Lagoinha do Piauí;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;6.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5.0;16.0;220554
220560 Landri Sales;3.0;4.0;0.0;4.0;0.0;0.0;0.0;0.0;21.0;3.0;3.0;0.0;0.0;1.0;0.0;0.0;1.0;2.0;5.0;47.0;220560
220570 Luís Correia;7.0;9.0;1.0;8.0;6.0;1.0;0.0;0.0;31.0;9.0;5.0;1.0;0.0;1.0;0.0;5.0;1.0;6.0;16.0;107.0;220570
220580 Luzilândia;3.0;13.0;2.0;12.0;3.0;3.0;0.0;0.0;50.0;14.0;5.0;0.0;0.0;0.0;1.0;2.0;2.0;2.0;21.0;133.0;220580
220585 Madeiro;0.0;2.0;0.0;4.0;0.0;0.0;0.0;0.0;18.0;3.0;2.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;2.0;33.0;220585
220590 Manoel Emídio;1.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;12.0;2.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;3.0;25.0;220590
220595 Marcolândia;0.0;5.0;0.0;10.0;0.0;0.0;0.0;0.0;16.0;3.0;2.0;0.0;0.0;0.0;0.0;3.0;3.0;1.0;11.0;54.0;220595
220600 Marcos Parente;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;2.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;4.0;21.0;220600
220605 Massapê do Piauí;3.0;4.0;0.0;3.0;0.0;0.0;0.0;0.0;12.0;2.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;6.0;1.0;34.0;220605
220610 Matias Olímpio;0.0;7.0;1.0;2.0;0.0;1.0;0.0;0.0;14.0;4.0;2.0;0.0;0.0;1.0;0.0;4.0;0.0;1.0;3.0;40.0;220610
220620 Miguel Alves;12.0;9.0;0.0;9.0;1.0;1.0;0.0;0.0;41.0;11.0;9.0;0.0;0.0;1.0;2.0;8.0;2.0;11.0;11.0;128.0;220620
220630 Miguel Leăo;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;220630
220635 Milton Brandăo;0.0;10.0;1.0;2.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;2.0;0.0;4.0;34.0;220635
220640 Monsenhor Gil;1.0;6.0;0.0;5.0;0.0;3.0;0.0;0.0;27.0;4.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;4.0;53.0;220640
